PMID	NUMSENT	REGULATOR	REGULATED	REGULATED_TYPE	REGULATED_GENE	REGULATED_TU	EFFECT	NORMALIZED_EFFECT	SENTENCE	regulator_regex	regulated_regex	regulator_count	regulated_count	regulator_plus_one	regulated_plus_one	regulator_regulated_plus_one	regulated_tag	regulator_tag	sentence_tagged
11139621	188	NagC	nagBE	TU		nagBE	repression	no_relation	To verify that Mlc does bind preferentially to the nagE operator in vivo , the effect of plasmids overproducing either Mlc or NagC was tested in a strain mutated for both mlc and nagC . Plasmids expressing either NagC or Mlc produce considerable repression of the nagBE â€“ lacZ looped fusion , reducing expression 88 - and 56 - fold ( Table 2 ) .	\b[:punct:]?NagC[:punct:]?\b	\b[:punct:]?nagBE[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	To verify that Mlc does bind preferentially to the nagE operator in vivo , the effect of plasmids overproducing either Mlc or @TF$ was tested in a strain mutated for both mlc and nagC . Plasmids expressing either NagC or Mlc produce considerable repression of the @Regulated$ â€“ lacZ looped fusion , reducing expression 88 - and 56 - fold ( Table 2 ) .
8636021	188	MarA	zwf	GENE	zwf		activator	activator	We surmise , from the distance of this marbox ( centered at - 61.5 ) to the putative - 35 transcriptional signal ( 17 , 18 ) , that activation of mar by MarA requires interaction with the carboxy - terminal domain of the alpha subunit of RNA polymerase , i . e . , that MarA is a class I activator ( 16 ) of mar as it is for zwf .	\b[:punct:]?MarA[:punct:]?\b	\b[:punct:]?zwf[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We surmise , from the distance of this marbox ( centered at - 61.5 ) to the putative - 35 transcriptional signal ( 17 , 18 ) , that activation of mar by MarA requires interaction with the carboxy - terminal domain of the alpha subunit of RNA polymerase , i . e . , that @TF$ is a class I activator ( 16 ) of mar as it is for @Regulated$ .
8636021	188	MarA	zwf	GENE	zwf		activator	no_relation	We surmise , from the distance of this marbox ( centered at - 61.5 ) to the putative - 35 transcriptional signal ( 17 , 18 ) , that activation of mar by MarA requires interaction with the carboxy - terminal domain of the alpha subunit of RNA polymerase , i . e . , that MarA is a class I activator ( 16 ) of mar as it is for zwf .	\b[:punct:]?MarA[:punct:]?\b	\b[:punct:]?zwf[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We surmise , from the distance of this marbox ( centered at - 61.5 ) to the putative - 35 transcriptional signal ( 17 , 18 ) , that activation of mar by @TF$ requires interaction with the carboxy - terminal domain of the alpha subunit of RNA polymerase , i . e . , that MarA is a class I activator ( 16 ) of mar as it is for @Regulated$ .
11139621	190	NagC	nagBE	TU		nagBE	repression	repressor	The preferential repression by NagC at the looped nagBE â€“ lacZ fusion , compared with the nagE â€“ lacZ fusion with a single operator site , emphasises that regulation by NagC is normally dependent upon DNA loop formation involving the higher - affinity nagB operator .	\b[:punct:]?NagC[:punct:]?\b	\b[:punct:]?nagBE[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The preferential repression by @TF$ at the looped @Regulated$ â€“ lacZ fusion , compared with the nagE â€“ lacZ fusion with a single operator site , emphasises that regulation by NagC is normally dependent upon DNA loop formation involving the higher - affinity nagB operator .
11139621	190	NagC	nagBE	TU		nagBE	repression	no_relation	The preferential repression by NagC at the looped nagBE â€“ lacZ fusion , compared with the nagE â€“ lacZ fusion with a single operator site , emphasises that regulation by NagC is normally dependent upon DNA loop formation involving the higher - affinity nagB operator .	\b[:punct:]?NagC[:punct:]?\b	\b[:punct:]?nagBE[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The preferential repression by NagC at the looped @Regulated$ â€“ lacZ fusion , compared with the nagE â€“ lacZ fusion with a single operator site , emphasises that regulation by @TF$ is normally dependent upon DNA loop formation involving the higher - affinity nagB operator .
11073923	190	CRP	rhaSR	TU		rhaSR	activation	activator	Taken together , our results suggest that CRP site 3 is the major site required for CRP activation of rhaSR expression .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Taken together , our results suggest that CRP site 3 is the major site required for @TF$ activation of @Regulated$ expression .
11073923	190	CRP	rhaSR	TU		rhaSR	activation	no_relation	Taken together , our results suggest that CRP site 3 is the major site required for CRP activation of rhaSR expression .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Taken together , our results suggest that @TF$ site 3 is the major site required for CRP activation of @Regulated$ expression .
11073923	192	CRP	rhaSR	TU		rhaSR	activator	activator	Since we now had evidence that CRP was a direct activator of rhaSR expression , we wished to determine whether AR1 and / or AR2 of CRP were necessary for this activation .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Since we now had evidence that @TF$ was a direct activator of @Regulated$ expression , we wished to determine whether AR1 and / or AR2 of CRP were necessary for this activation .
11073923	192	CRP	rhaSR	TU		rhaSR	activator	no_relation	Since we now had evidence that CRP was a direct activator of rhaSR expression , we wished to determine whether AR1 and / or AR2 of CRP were necessary for this activation .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Since we now had evidence that CRP was a direct activator of @Regulated$ expression , we wished to determine whether AR1 and / or AR2 of @TF$ were necessary for this activation .
24593230	197	ChbR	chbCBA	TU		chbCBA	activated	activator	First , expression of the inner membrane transporter chbCBA is activated directly by the ChbR protein , which allows entry of Chb - 6P and generation of the specific ChbR - inducing signal ( by action of ChbG enzyme ; Verma and Mahadevan , 2012 ) .	\b[:punct:]?ChbR[:punct:]?\b	\b[:punct:]?chbCBA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	First , expression of the inner membrane transporter @Regulated$ is activated directly by the @TF$ protein , which allows entry of Chb - 6P and generation of the specific ChbR - inducing signal ( by action of ChbG enzyme ; Verma and Mahadevan , 2012 ) .
24593230	197	ChbR	chbCBA	TU		chbCBA	activated	no_relation	First , expression of the inner membrane transporter chbCBA is activated directly by the ChbR protein , which allows entry of Chb - 6P and generation of the specific ChbR - inducing signal ( by action of ChbG enzyme ; Verma and Mahadevan , 2012 ) .	\b[:punct:]?ChbR[:punct:]?\b	\b[:punct:]?chbCBA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	First , expression of the inner membrane transporter @Regulated$ is activated directly by the ChbR protein , which allows entry of Chb - 6P and generation of the specific @TF$ - inducing signal ( by action of ChbG enzyme ; Verma and Mahadevan , 2012 ) .
18346968	197	MelR	melR	TU		melR	repression	repressor	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the melR promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	\b[:punct:]?MelR[:punct:]?\b	\b[:punct:]?melR[:punct:]?\b	3	1	True	False	True	@Regulated$	@TF$	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for @TF$ - dependent repression of the @Regulated$ promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .
18346968	197	MelR	melR	TU		melR	repression	no_relation	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the melR promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	\b[:punct:]?MelR[:punct:]?\b	\b[:punct:]?melR[:punct:]?\b	3	1	True	False	True	@Regulated$	@TF$	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between @TF$ site 1 Other determinants for MelR - dependent repression of the @Regulated$ promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .
18346968	197	MelR	melR	TU		melR	repression	no_relation	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the melR promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	\b[:punct:]?MelR[:punct:]?\b	\b[:punct:]?melR[:punct:]?\b	3	1	True	False	True	@Regulated$	@TF$	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the @Regulated$ promoter To investigate the effects of altering the spacing between @TF$ - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .
11139621	197	Mlc	ptsG	TU		ptsG	binding	regulator	The expression of ptsG is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to Mlc repression .	\b[:punct:]?Mlc[:punct:]?\b	\b[:punct:]?ptsG[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The expression of @Regulated$ is controlled by @TF$ binding to two operators upstream of two promoters , both of which are subject to Mlc repression .
11139621	197	Mlc	ptsG	TU		ptsG	binding	no_relation	The expression of ptsG is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to Mlc repression .	\b[:punct:]?Mlc[:punct:]?\b	\b[:punct:]?ptsG[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The expression of @Regulated$ is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to @TF$ repression .
11139621	197	Mlc	ptsG	TU		ptsG	repression	repressor	The expression of ptsG is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to Mlc repression .	\b[:punct:]?Mlc[:punct:]?\b	\b[:punct:]?ptsG[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The expression of @Regulated$ is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to @TF$ repression .
11139621	197	Mlc	ptsG	TU		ptsG	repression	no_relation	The expression of ptsG is controlled by Mlc binding to two operators upstream of two promoters , both of which are subject to Mlc repression .	\b[:punct:]?Mlc[:punct:]?\b	\b[:punct:]?ptsG[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The expression of @Regulated$ is controlled by @TF$ binding to two operators upstream of two promoters , both of which are subject to Mlc repression .
19906180	200	Lrp	argO	TU		argO	binding	regulator	The cooperative binding of Lrp to the argO control region and the footprinting data ( Figs 3 and 4 ) suggest the binding of at least three Lrp dimers to regularly spaced binding sites ( Fig . 1 ) and wrapping of the operator DNA .	\b[:punct:]?Lrp[:punct:]?\b	\b[:punct:]?argO[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The cooperative binding of @TF$ to the @Regulated$ control region and the footprinting data ( Figs 3 and 4 ) suggest the binding of at least three Lrp dimers to regularly spaced binding sites ( Fig . 1 ) and wrapping of the operator DNA .
19906180	200	Lrp	argO	TU		argO	binding	no_relation	The cooperative binding of Lrp to the argO control region and the footprinting data ( Figs 3 and 4 ) suggest the binding of at least three Lrp dimers to regularly spaced binding sites ( Fig . 1 ) and wrapping of the operator DNA .	\b[:punct:]?Lrp[:punct:]?\b	\b[:punct:]?argO[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	The cooperative binding of Lrp to the @Regulated$ control region and the footprinting data ( Figs 3 and 4 ) suggest the binding of at least three @TF$ dimers to regularly spaced binding sites ( Fig . 1 ) and wrapping of the operator DNA .
8729576	206	CRP	malEFG	TU		malEFG	activation	activator	Some operons such as malEFG are under the transcriptional activation by the response regulators in Group 1 as well as by CRP , suggesting that they can be transcribed in response to the sensing of respective sugars regardless of the absence or presence of cAMP - CRP .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?malEFG[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Some operons such as @Regulated$ are under the transcriptional activation by the response regulators in Group 1 as well as by @TF$ , suggesting that they can be transcribed in response to the sensing of respective sugars regardless of the absence or presence of cAMP - CRP .
8729576	206	CRP	malEFG	TU		malEFG	activation	no_relation	Some operons such as malEFG are under the transcriptional activation by the response regulators in Group 1 as well as by CRP , suggesting that they can be transcribed in response to the sensing of respective sugars regardless of the absence or presence of cAMP - CRP .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?malEFG[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Some operons such as @Regulated$ are under the transcriptional activation by the response regulators in Group 1 as well as by CRP , suggesting that they can be transcribed in response to the sensing of respective sugars regardless of the absence or presence of cAMP - @TF$ .
9469834	210	CAP	malT	TU		malT	activation	activator	This was indeed suggested by DÃ©tiollaz et al . ( 49 ) on the basis that IHF sites replacing CAP sites allowed activation of the malT promoter , albeit less than with CAP .	\b[:punct:]?CAP[:punct:]?\b	\b[:punct:]?malT[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	This was indeed suggested by DÃ©tiollaz et al . ( 49 ) on the basis that IHF sites replacing @TF$ sites allowed activation of the @Regulated$ promoter , albeit less than with CAP .
9469834	210	CAP	malT	TU		malT	activation	no_relation	This was indeed suggested by DÃ©tiollaz et al . ( 49 ) on the basis that IHF sites replacing CAP sites allowed activation of the malT promoter , albeit less than with CAP .	\b[:punct:]?CAP[:punct:]?\b	\b[:punct:]?malT[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	This was indeed suggested by DÃ©tiollaz et al . ( 49 ) on the basis that IHF sites replacing CAP sites allowed activation of the @Regulated$ promoter , albeit less than with @TF$ .
7601827	217	NarL	fdnGHI	TU		fdnGHI	induction	activator	For example , nitrate induction of the narGHJI operon ( 21 ) and the narK gene ( 12 ) is controlled exclusively by NarL , while induction of the fdnGHI operon is controlled principally by NarL , but NarP also effects a degree of control ( observed with a narL mutant ) ( 21 ) .	\b[:punct:]?NarL[:punct:]?\b	\b[:punct:]?fdnGHI[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	For example , nitrate induction of the narGHJI operon ( 21 ) and the narK gene ( 12 ) is controlled exclusively by NarL , while induction of the @Regulated$ operon is controlled principally by @TF$ , but NarP also effects a degree of control ( observed with a narL mutant ) ( 21 ) .
7601827	217	NarL	fdnGHI	TU		fdnGHI	induction	no_relation	For example , nitrate induction of the narGHJI operon ( 21 ) and the narK gene ( 12 ) is controlled exclusively by NarL , while induction of the fdnGHI operon is controlled principally by NarL , but NarP also effects a degree of control ( observed with a narL mutant ) ( 21 ) .	\b[:punct:]?NarL[:punct:]?\b	\b[:punct:]?fdnGHI[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	For example , nitrate induction of the narGHJI operon ( 21 ) and the narK gene ( 12 ) is controlled exclusively by @TF$ , while induction of the @Regulated$ operon is controlled principally by NarL , but NarP also effects a degree of control ( observed with a narL mutant ) ( 21 ) .
19007420	217	GalS	galS	TU		galS	regulated	regulator	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for GalS than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the mglB and galS operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by GalS .	\b[:punct:]?GalS[:punct:]?\b	\b[:punct:]?galS[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for GalS than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the mglB and @Regulated$ operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by @TF$ .
19007420	217	GalS	galS	TU		galS	regulated	no_relation	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for GalS than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the mglB and galS operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by GalS .	\b[:punct:]?GalS[:punct:]?\b	\b[:punct:]?galS[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for @TF$ than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the mglB and @Regulated$ operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by GalS .
19007420	217	GalS	mglB	TU		mglB	regulated	regulator	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for GalS than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the mglB and galS operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by GalS .	\b[:punct:]?GalS[:punct:]?\b	\b[:punct:]?mglB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for GalS than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the @Regulated$ and galS operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by @TF$ .
19007420	217	GalS	mglB	TU		mglB	regulated	no_relation	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for GalS than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the mglB and galS operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by GalS .	\b[:punct:]?GalS[:punct:]?\b	\b[:punct:]?mglB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	It is interesting to note that the three central operators , galOE2 , OE3 and OE4 , which have higher affinity for @TF$ than GalR , all have A / T at positions 8 of the operators ( Fig . 1B ) which is also the case for the @Regulated$ and galS operators ( Weickert and Adhya , 1993a , b ) which are preferentially regulated by GalS .
8729576	217	RbsR	rbsDABCK	TU		rbsDABCK	repression	repressor	In practice , considerable similarity between the regulatory protein and the regulated protein is only seen in the regulatory protein RbsR and a periplasmic component RbsB of HAT , which is encoded by the operon rbsDABCK under the repression by RbsR .	\b[:punct:]?RbsR[:punct:]?\b	\b[:punct:]?rbsDABCK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	In practice , considerable similarity between the regulatory protein and the regulated protein is only seen in the regulatory protein RbsR and a periplasmic component RbsB of HAT , which is encoded by the operon @Regulated$ under the repression by @TF$ .
8729576	217	RbsR	rbsDABCK	TU		rbsDABCK	repression	no_relation	In practice , considerable similarity between the regulatory protein and the regulated protein is only seen in the regulatory protein RbsR and a periplasmic component RbsB of HAT , which is encoded by the operon rbsDABCK under the repression by RbsR .	\b[:punct:]?RbsR[:punct:]?\b	\b[:punct:]?rbsDABCK[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	In practice , considerable similarity between the regulatory protein and the regulated protein is only seen in the regulatory protein @TF$ and a periplasmic component RbsB of HAT , which is encoded by the operon @Regulated$ under the repression by RbsR .
17513476	233	CRP	rhaBAD	TU		rhaBAD	activation	activator	Finally , at the ( rhaB - lacZ ) 110 fusion , which contains the CRP site required for full rhaBAD activation as well as the full RhaS binding site , there was a twofold contribution to activation by CRP when in combination with RhaS - CTD and a fivefold contribution to activation4990 WICKSTRUM ET AL . J .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?rhaBAD[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Finally , at the ( rhaB - lacZ ) 110 fusion , which contains the @TF$ site required for full @Regulated$ activation as well as the full RhaS binding site , there was a twofold contribution to activation by CRP when in combination with RhaS - CTD and a fivefold contribution to activation4990 WICKSTRUM ET AL . J .
17513476	233	CRP	rhaBAD	TU		rhaBAD	activation	no_relation	Finally , at the ( rhaB - lacZ ) 110 fusion , which contains the CRP site required for full rhaBAD activation as well as the full RhaS binding site , there was a twofold contribution to activation by CRP when in combination with RhaS - CTD and a fivefold contribution to activation4990 WICKSTRUM ET AL . J .	\b[:punct:]?CRP[:punct:]?\b	\b[:punct:]?rhaBAD[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Finally , at the ( rhaB - lacZ ) 110 fusion , which contains the CRP site required for full @Regulated$ activation as well as the full RhaS binding site , there was a twofold contribution to activation by @TF$ when in combination with RhaS - CTD and a fivefold contribution to activation4990 WICKSTRUM ET AL . J .
11357510	233	FNR	hemA	GENE	hemA		repressed	repressor	Melville and Gunsalus ( 1996 ) reported that the hemA gene , which is also repressed by FNR , contains only one half - site of FNR consensus sequence .	\b[:punct:]?FNR[:punct:]?\b	\b[:punct:]?hemA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Melville and Gunsalus ( 1996 ) reported that the @Regulated$ gene , which is also repressed by @TF$ , contains only one half - site of FNR consensus sequence .
11357510	233	FNR	hemA	GENE	hemA		repressed	no_relation	Melville and Gunsalus ( 1996 ) reported that the hemA gene , which is also repressed by FNR , contains only one half - site of FNR consensus sequence .	\b[:punct:]?FNR[:punct:]?\b	\b[:punct:]?hemA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Melville and Gunsalus ( 1996 ) reported that the @Regulated$ gene , which is also repressed by FNR , contains only one half - site of @TF$ consensus sequence .
17238917	234	GlcC	glcDEFGB	TU		glcDEFGB	activation	activator	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the glcDEFGB operon by GlcC and IHF is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .	\b[:punct:]?GlcC[:punct:]?\b	\b[:punct:]?glcDEFGB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the @Regulated$ operon by @TF$ and IHF is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .
17238917	234	GlcC	glcDEFGB	TU		glcDEFGB	activation	no_relation	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the glcDEFGB operon by GlcC and IHF is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .	\b[:punct:]?GlcC[:punct:]?\b	\b[:punct:]?glcDEFGB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the @Regulated$ operon by GlcC and IHF is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for @TF$ ( Pellicer et al . , 1999 ) .
17238917	234	IHF	glcDEFGB	TU		glcDEFGB	activation	activator	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the glcDEFGB operon by GlcC and IHF is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .	\b[:punct:]?IHF[:punct:]?\b	\b[:punct:]?glcDEFGB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the @Regulated$ operon by GlcC and @TF$ is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .
17238917	234	IHF	glcDEFGB	TU		glcDEFGB	activation	no_relation	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the glcDEFGB operon by GlcC and IHF is thought to occur in this way , with IHF bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .	\b[:punct:]?IHF[:punct:]?\b	\b[:punct:]?glcDEFGB[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	We note that such an effect is not unprecedented for a member of the GntR / FadR family of transcriptional regulators like NanR ( Rigali et al . , 2002 ; Kalivoda et al . , 2003 ) ; activation of the @Regulated$ operon by GlcC and IHF is thought to occur in this way , with @TF$ bound to a site between the promoter and a distant ( &gt; - 170 bp ) upstream activating site for GlcC ( Pellicer et al . , 1999 ) .
15342598	234	RhaR	rhaSR	TU		rhaSR	activation	activator	Previous results showing an interaction between RhaS D241 and 70 R599 at rhaBAD ( 4 ) led us to investigate whether an interaction between RhaR D276 and 70 R599 might be required for RhaR activation at rhaSR .	\b[:punct:]?RhaR[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Previous results showing an interaction between RhaS D241 and 70 R599 at rhaBAD ( 4 ) led us to investigate whether an interaction between RhaR D276 and 70 R599 might be required for @TF$ activation at @Regulated$ .
15342598	234	RhaR	rhaSR	TU		rhaSR	activation	no_relation	Previous results showing an interaction between RhaS D241 and 70 R599 at rhaBAD ( 4 ) led us to investigate whether an interaction between RhaR D276 and 70 R599 might be required for RhaR activation at rhaSR .	\b[:punct:]?RhaR[:punct:]?\b	\b[:punct:]?rhaSR[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Previous results showing an interaction between RhaS D241 and 70 R599 at rhaBAD ( 4 ) led us to investigate whether an interaction between @TF$ D276 and 70 R599 might be required for RhaR activation at @Regulated$ .
18227264	242	NarL	frdA	TU		frdA	repression	repressor	NarL - mediated repression of the frdA promoter is achieved by NarL binding over a large region centred near the transcription start site and including the FNR site ( Li et al . , 1994 ) .	\b[:punct:]?NarL[:punct:]?\b	\b[:punct:]?frdA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	 @TF$ - mediated repression of the @Regulated$ promoter is achieved by NarL binding over a large region centred near the transcription start site and including the FNR site ( Li et al . , 1994 ) .
18227264	242	NarL	frdA	TU		frdA	repression	no_relation	NarL - mediated repression of the frdA promoter is achieved by NarL binding over a large region centred near the transcription start site and including the FNR site ( Li et al . , 1994 ) .	\b[:punct:]?NarL[:punct:]?\b	\b[:punct:]?frdA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	NarL - mediated repression of the @Regulated$ promoter is achieved by @TF$ binding over a large region centred near the transcription start site and including the FNR site ( Li et al . , 1994 ) .
18227264	243	FNR	dmsA	TU		dmsA	activated	activator	Similarly , at the FNR - activated NarL - repressed dmsA promoter NarL protects a large region that includes the sites for both FNR and RNA polymerase binding ( Bearson et al . , 2002 ) .	\b[:punct:]?FNR[:punct:]?\b	\b[:punct:]?dmsA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Similarly , at the @TF$ - activated NarL - repressed @Regulated$ promoter NarL protects a large region that includes the sites for both FNR and RNA polymerase binding ( Bearson et al . , 2002 ) .
18227264	243	FNR	dmsA	TU		dmsA	activated	no_relation	Similarly , at the FNR - activated NarL - repressed dmsA promoter NarL protects a large region that includes the sites for both FNR and RNA polymerase binding ( Bearson et al . , 2002 ) .	\b[:punct:]?FNR[:punct:]?\b	\b[:punct:]?dmsA[:punct:]?\b	2	1	True	False	True	@Regulated$	@TF$	Similarly , at the FNR - activated NarL - repressed @Regulated$ promoter NarL protects a large region that includes the sites for both @TF$ and RNA polymerase binding ( Bearson et al . , 2002 ) .
